teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHours,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0.6,1,0,19,38,2,1.962,35.571,1.872,2.038,30.286,1.594,1.239,59.143,3.113,2.68,18.071,0.951,0.525,4.75,0.829,9.5,4.153,1.967,0.737,8.893,5.102,1.832,0.975,7.571,2.117,1.574,0.27,14.786,5.196,3.156,1.065,4.518,1.446,0.968,0.29,3.8,0.4,7.6,3.599,2.138,1.354,7.114,3.695,2.017,1.391,6.057,2.56,1.619,0.682,11.829,6.168,3.24,1.852,3.614,1.178,0.944,0.263,89,87,0.978,3342,37.551,28.444,29.667,12.037,29,11.576,0.982,0.013,1114,478.504,29.667,20.886,29,2,1,1,A
5,0,0,0,19,85.571,4.504,1.917,66.857,3.519,1.101,28.643,1.508,1.657,107.143,5.639,4.8,40.286,2.12,1.126,4.75,0.433,21.393,4.829,4.466,0.748,16.714,2.43,3.518,0.372,7.161,1.448,1.507,0.257,26.786,11.196,5.62,2.148,10.071,2.894,2.089,0.479,3.8,0.4,17.114,5.59,4.538,1.422,13.371,3.089,3.538,0.766,5.729,3.61,1.455,0.876,21.429,10.832,5.883,3.333,8.057,1.524,2.174,0.606,92,86,0.935,4868,52.913,37.714,30.667,4.784,28.667,5.437,0.929,0.04,1622.667,622.984,18.4,17.327,17.2,2,2,0,F
6,0,0,0,9,23.214,2.579,1.301,17.857,1.984,0.816,10.571,1.175,1.563,30.5,3.389,1.536,5.857,0.651,0.416,3,1.633,7.738,3.69,2.881,0.966,5.952,2.117,2.302,0.584,3.524,2.858,1.016,0.976,10.167,3.704,4.056,1.377,1.952,0.759,0.746,0.184,2.25,0.433,5.804,2.346,2.563,0.963,4.464,2.195,1.893,0.55,2.643,1.071,1.28,0.601,7.625,3.826,3.247,1.121,1.464,0.433,0.661,0.211,26,25,0.962,1006,38.692,21.144,8.667,3.3,8.333,3.399,0.958,0.059,335.333,177.862,8.667,1.7,8.333,1,0,1,F
4,0.25,1,0,6,22.857,3.81,2.687,22.857,3.81,2.687,15.143,2.524,3.543,35.643,5.94,4.337,9.286,1.548,0.373,2,0.816,7.619,3.678,3.873,1.512,7.619,3.678,3.873,1.512,5.048,5.691,2.405,2.91,11.881,6.331,5.933,2.699,3.095,0.936,1.643,0.254,2,0.816,7.619,1.823,5.071,3.488,7.619,1.823,5.071,3.488,5.048,4.083,4.19,4.24,11.881,2.455,7.94,5.123,3.095,1.258,1.611,0.321,103,71,0.689,5765,55.971,40.126,34.333,20.072,24,13.367,0.704,0.046,1921.667,1154.013,25.75,26.985,17.75,2,2,0,F
6,0.5,1,0,18,36.75,2.042,1.983,27.75,1.542,1.203,16.5,0.917,1.71,80,4.444,6.011,10.5,0.583,0.946,6,0.816,12.25,3.285,2.056,0.523,9.25,2.669,1.525,0.282,5.5,2.16,0.885,0.272,26.667,12.552,4.275,1.83,3.5,2.273,0.543,0.299,3,0,6.125,5.526,2.042,1.842,4.625,2.482,1.542,0.827,2.75,4.617,0.917,1.539,13.333,11.07,4.444,3.69,1.75,1.953,0.583,0.651,175,162,0.926,11041,63.091,50.622,87.5,39.5,81.5,36.5,0.933,0.004,5520.5,2437.5,29.167,23.773,27,1,1,0,A
5,0.4,0,0,13,19.5,1.5,0.855,22,1.692,1.475,14,1.077,1.439,115,8.846,9.773,12.5,0.962,1.42,4.333,2.055,6.5,3.937,1.446,0.244,7.333,5.104,1.565,0.389,4.667,4.497,0.857,0.505,38.333,38.126,6.881,4.433,4.167,4.478,0.75,0.54,2.6,0.49,3.9,1.497,1.533,0.627,4.4,2.577,1.7,0.897,2.8,3.187,1.2,1.529,23,16.805,8.467,5.48,2.5,2.49,0.917,0.813,155,151,0.974,9871,63.684,47.827,77.5,3.5,76,3,0.981,0.006,4935.5,283.5,31,25.417,30.2,2,1,1,F
7,0,0,0,38,105.5,2.776,1.665,108.5,2.855,1.713,54.5,1.434,2.065,149,3.921,2.869,47,1.237,1.898,19,4,52.75,1.25,2.92,0.68,54.25,0.75,2.996,0.67,27.25,5.25,1.44,0.027,74.5,15.5,3.923,0.01,23.5,6.5,1.37,0.63,5.429,1.678,15.071,3.932,2.986,1.069,15.5,4.698,3.085,1.232,7.786,10.703,1.371,1.756,21.286,12.668,3.905,1.691,6.714,8.729,1.187,1.415,106,63,0.594,3205,30.236,39.348,35.333,21.914,21.667,13.474,0.723,0.211,1068.333,551.608,17.667,14.209,10.833,0,0,0,F
7,0.286,0,0,33,98,2.97,1.754,52,1.576,0.75,80.5,2.439,2.628,143.5,4.348,6.959,31.5,0.955,0.722,16.5,6.5,49,20,2.95,0.05,26,9,1.611,0.089,40.25,20.25,2.315,0.315,71.75,14.75,4.73,0.97,15.75,4.75,0.996,0.104,4.714,1.829,14,7.483,2.805,1.123,7.429,3.849,1.486,0.527,11.5,12.268,2.095,2.183,20.5,19.039,6.313,9.194,4.5,3.556,0.874,0.577,27,26,0.963,689,25.519,12.318,9,1.633,9,1.633,1,0,229.667,54.051,9,8.524,8.667,0,0,0,A
6,0,0,0,35,156,4.457,3.102,142,4.057,2.704,126.5,3.614,3.503,162.5,4.643,2.837,31.5,0.9,1.319,17.5,8.5,78,38,4.453,0.009,71,36,4.002,0.113,63.25,27.75,3.722,0.222,81.25,44.25,4.469,0.358,15.75,10.25,0.806,0.194,5.833,1.462,26,16.32,4.27,2.37,23.667,13.111,3.911,1.76,21.083,18.611,3.265,2.558,27.083,11.777,4.776,1.894,5.25,7.734,0.834,1.096,79,78,0.987,4672,59.139,58.074,26.333,4.028,26.333,4.028,1,0,1557.333,334.726,13.167,6.229,13,0,0,0,A
6,0,0,0,37,151.5,4.095,2.671,68,1.838,1.636,39,1.054,0.733,196,5.297,4.119,40,1.081,0.776,18.5,3.5,75.75,13.75,4.101,0.033,34,13,1.768,0.368,19.5,5.5,1.035,0.102,98,8,5.409,0.591,20,2.5,1.095,0.072,6.167,0.898,25.25,5.956,4.128,0.894,11.333,5.121,1.826,0.8,6.5,1.893,1.069,0.323,32.667,10.919,5.444,1.853,6.667,2.749,1.055,0.36,136,123,0.904,10126,74.456,53.45,45.333,7.04,41,7.789,0.9,0.06,3375.333,921.215,27.2,15.171,24.6,0,0,0,A
6,0,0,0,30,55,1.833,1.714,47,1.567,1.745,57,1.9,2.343,131,4.367,4.07,17.5,0.583,0.659,15,4,27.5,10.5,1.773,0.227,23.5,12.5,1.447,0.447,28.5,2.5,2.093,0.725,65.5,40.5,3.926,1.653,8.75,2.75,0.575,0.03,5,1.633,9.167,7.034,1.805,1.122,7.833,5.669,1.637,1.16,9.5,10.673,1.789,2.04,21.833,16.657,3.935,2.413,2.917,3.322,0.533,0.442,6,3,0.5,79,13.167,4.18,6,0,3,0,0.5,0,79,0,6,0,3,0,0,0,F
3,0,0,1,16,65.5,4.094,2.279,19,1.188,1.014,24.5,1.531,0.833,48,3,2.372,17,1.063,1.248,8,2,32.75,11.75,3.975,0.475,9.5,4.5,1.117,0.283,12.25,1.5,1.583,0.208,24,16,2.667,1.333,8.5,4.5,0.983,0.317,5.333,1.247,21.833,14.085,3.99,2.185,6.333,3.399,1.355,0.988,8.167,5.169,1.464,0.7,16,6.164,3.26,1.793,5.667,4.497,1.276,1.219,127,52,0.409,3064,24.126,51.205,42.333,14.079,18,5.715,0.426,0.025,1021.333,679.019,21.167,15.572,9.167,0,0,0,F
6,0.167,0,0,27,158.571,5.873,5.666,125,4.63,3.015,47.714,1.767,2.244,138.857,5.143,4.884,81.143,3.005,5.227,5.4,2.245,31.714,16.639,6.51,3.909,25,11.982,5.075,2.63,9.543,4.116,1.881,0.855,27.771,12.48,5.763,3.146,16.229,13.65,3.402,3.452,4.5,0.5,26.429,13.845,5.752,2.597,20.833,7.495,4.549,1.315,7.952,5.903,1.77,1.232,23.143,14.32,5.005,2.717,13.524,13.296,2.917,2.757,141,125,0.887,5904,41.872,31.271,47,20.05,42.667,16.977,0.922,0.049,1968,515.727,28.2,13.121,25,0,0,0,A
4,0,0,1,8,11.929,1.491,1.694,4.214,0.527,0.966,7.221,0.903,0.997,15.314,1.914,1.796,3.243,0.405,0.699,2,1.225,2.982,1.691,1.701,1.009,1.054,0.661,0.647,0.643,1.805,1.136,0.965,0.489,3.829,3.625,1.747,0.645,0.811,0.414,0.611,0.469,2.667,0.471,3.976,2.247,1.381,0.676,1.405,0.948,0.524,0.302,2.407,0.838,0.969,0.447,5.105,4.171,1.813,1.314,1.081,0.824,0.36,0.275,44,42,0.955,3316,75.364,47.887,14.667,9.031,14,8.602,0.966,0.026,1105.333,623.344,8.8,4.956,8.4,0,0,0,F
4,0.25,0,1,9,4.5,0.5,1.658,4.571,0.508,1.397,9.143,1.016,1.204,19.429,2.159,3.201,1.714,0.19,0.943,2.25,0.433,1.125,1.244,0.563,0.622,1.143,0.92,0.53,0.472,2.286,1.63,1.018,0.788,4.857,3.442,2.429,1.721,0.429,0.742,0.214,0.371,3,0,1.5,2.121,0.5,0.707,1.524,1.102,0.508,0.367,3.048,2.45,1.016,0.817,6.476,5.982,2.159,1.994,0.571,0.808,0.19,0.269,44,26,0.591,1133,25.75,48.035,14.667,13.123,9,5.888,0.797,0.206,377.667,173.771,14.667,10.625,8.667,0,0,0,F
4,0,0,1,13,35.571,2.736,1.943,25.714,1.978,1.337,37.857,2.912,2.266,39.571,3.044,7.986,16,1.231,1.273,2.6,1.02,7.114,3.617,2.621,0.523,5.143,2.365,1.967,0.814,7.571,4.714,2.771,1.656,7.914,3.14,3.714,2.569,3.2,1.286,1.236,0.184,4.333,0.471,11.857,2.828,2.7,0.333,8.571,0.997,1.998,0.306,12.619,8.137,2.76,1.503,13.19,8.816,3.229,2.276,5.333,2.126,1.283,0.588,45,41,0.911,2069,45.978,50.472,15,9.092,14,8.287,0.95,0.036,689.667,206.275,15,9.274,14,0,0,0,F
7,0.143,0,0,24,113.286,4.72,3.588,98.571,4.107,3.091,49.857,2.077,2.071,144.286,6.012,4.58,49.429,2.06,1.913,6,0.707,28.321,9.574,4.977,2.195,24.643,8.338,4.335,1.963,12.464,1.489,2.084,0.185,36.071,11.92,6.197,2.227,12.357,3.97,2.121,0.737,4,0.577,18.881,7.054,4.659,1.367,16.429,5.57,4.043,0.937,8.31,5.713,1.979,1.383,24.048,12.494,5.864,2.498,8.238,6.001,2.042,1.498,261,252,0.966,18430,70.613,51.392,87,4.243,84.333,6.944,0.968,0.045,6143.333,1226.305,43.5,33.584,42,0,0,0,A
5,0.2,1,0,20,27.143,1.357,0.742,25.214,1.261,0.687,18.071,0.904,1.043,22.429,1.121,1.661,9.286,0.464,0.57,5,0,6.786,1.791,1.357,0.358,6.304,1.8,1.261,0.36,4.518,1.21,0.904,0.242,5.607,1.918,1.121,0.384,2.321,1.649,0.464,0.33,4,0,5.429,0.943,1.357,0.236,5.043,0.84,1.261,0.21,3.614,2.995,0.904,0.749,4.486,4.565,1.121,1.141,1.857,0.803,0.464,0.201,22,16,0.727,1074,48.818,26.638,11,2,8,0,0.752,0.137,537,174,7.333,2.055,5.333,0,0,0,A
5,0.6,1,0,18,27.357,1.52,0.573,24.357,1.353,0.589,22.714,1.262,1.008,58.586,3.255,4.399,13.857,0.77,0.549,4.5,1.118,6.839,1.703,1.58,0.44,6.089,1.531,1.372,0.243,5.679,1.472,1.265,0.078,14.646,4.713,3.254,0.91,3.464,1.948,0.718,0.272,3.6,0.8,5.471,1.301,1.518,0.102,4.871,1.164,1.368,0.185,4.543,1.966,1.336,0.589,11.717,12.257,3.129,2.963,2.771,0.989,0.893,0.587,74,68,0.919,2863,38.689,20.147,24.667,7.409,22.667,6.65,0.921,0.017,954.333,215.509,37,6,34,0,0,0,A
5,0,0,0,15,39,2.6,1.2,33,2.2,1.376,22,1.467,1.586,57,3.8,4.722,25,1.667,1.491,5,0.816,13,3.742,2.55,0.324,11,2.944,2.161,0.292,7.333,0.471,1.506,0.247,19,12.329,3.494,1.872,8.333,3.771,1.594,0.616,3,0.632,7.8,3.37,2.533,0.806,6.6,2.939,2.233,0.952,4.4,4.224,1.6,1.42,11.4,12.093,3.35,2.829,5,2.757,1.683,0.87,125,116,0.928,4811,38.488,23.285,62.5,20.5,58,18,0.934,0.018,2405.5,444.5,31.25,15.04,29,0,0,0,A
5,0.2,0,0,15,60,4,3.742,59,3.933,3.642,47,3.133,2.872,109,7.267,7.793,31,2.067,2.645,5,0.816,20,1.633,4.167,1.027,19.667,0.943,4.072,0.872,15.667,3.399,3.106,0.269,36.333,16.819,7.856,4.789,10.333,2.055,2.089,0.386,3,0,12,9.055,4,3.018,11.8,9.152,3.933,3.051,9.4,8.04,3.133,2.68,21.8,15.012,7.267,5.004,6.2,6.242,2.067,2.081,47,47,1,1776,37.787,29.873,23.5,20.5,23.5,20.5,1,0,888,740,11.75,9.808,11.75,0,0,0,F
5,0.4,0,0,38,64.721,1.703,0.835,59.293,1.56,0.859,87.571,2.305,3.194,247.786,6.521,5.237,40.714,1.071,0.923,9.5,2.291,16.18,6.541,1.637,0.289,14.823,5.879,1.504,0.291,21.893,12.715,2.151,0.699,61.946,34.973,6.111,1.871,10.179,5.584,1.004,0.295,7.6,1.855,12.944,4.395,1.694,0.496,11.859,4.737,1.511,0.43,17.514,18.473,2.222,2.248,49.557,21.415,6.707,2.338,8.143,3.738,1.091,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,F
5,0.2,0,0,39,131.571,3.374,1.461,72,1.846,0.641,118.286,3.033,2.148,221,5.667,4.53,57.714,1.48,0.98,7.8,3.487,26.314,15.278,2.894,1.449,14.4,7.605,1.52,0.793,23.657,14.021,2.726,1.212,44.2,25.54,4.758,2.444,11.543,7.838,1.302,0.638,7.8,2.04,26.314,13.382,3.171,0.972,14.4,3.857,1.854,0.114,23.657,15.634,2.804,1.377,44.2,33.037,4.989,3.583,11.543,6.801,1.41,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,A
6,0.167,0,0,53,125.964,2.377,1.562,82.643,1.559,1.21,69.143,1.305,2.122,337.643,6.371,7.51,76.036,1.435,1.637,13.25,4.548,31.491,14.185,2.307,0.462,20.661,9.513,1.514,0.374,17.286,8.28,1.421,0.738,84.411,72.158,5.443,3.039,19.009,11.335,1.331,0.365,8.833,0.898,20.994,8.674,2.335,0.831,13.774,5.969,1.52,0.54,11.524,13.632,1.27,1.512,56.274,43.574,6.209,4.722,12.673,11.199,1.361,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.167,1,0,44,57.429,1.305,0.685,43.143,0.981,0.52,61.5,1.398,1.277,191.571,4.354,8.001,40,0.909,0.976,11,2.739,14.357,3.609,1.307,0.05,10.786,3.731,0.982,0.214,15.375,2.161,1.525,0.56,47.893,51.292,3.692,3.158,10,4.583,0.87,0.206,7.333,2.809,9.571,5.496,1.292,0.434,7.19,3.059,1.024,0.277,10.25,5.632,1.323,0.583,31.929,49.284,3.599,4.81,6.667,5.267,1.107,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.167,0,0,53,118,2.226,1.698,104.143,1.965,1.154,105.286,1.987,1.856,269.143,5.078,5.217,61.857,1.167,0.904,13.25,3.491,29.5,4.5,2.326,0.516,26.036,5.862,2.003,0.375,26.321,11.443,1.921,0.406,67.286,19.669,5.088,0.893,15.464,4.774,1.189,0.386,8.833,1.863,19.667,6.791,2.208,0.529,17.357,6.762,1.946,0.529,17.548,12.682,1.957,1.188,44.857,41.401,4.744,3.969,10.31,4.242,1.234,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.167,0,0,52,152.509,2.933,1.406,149.651,2.878,1.378,96.143,1.849,1.248,141.071,2.713,3.326,25.214,0.485,0.744,10.4,5.276,30.502,19.392,2.331,1.281,29.93,18.496,2.496,0.835,19.229,11.324,1.662,0.573,28.214,27.776,2.512,1.308,5.043,3.879,0.423,0.183,8.667,0.471,25.418,10.366,2.913,1.105,24.942,10.646,2.853,1.132,16.024,7.47,1.812,0.792,23.512,16.884,2.787,2.08,4.202,4.563,0.484,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,F
5,0.2,1,0,20,49.143,2.457,1.1,31.286,1.564,0.829,28,1.4,1.025,68.429,3.421,2.851,33.143,1.657,1.327,5,0,12.286,2.678,2.457,0.536,7.821,1.697,1.564,0.339,7,1.871,1.4,0.374,17.107,9.605,3.421,1.921,8.286,3.017,1.657,0.603,4,0,9.829,1.85,2.457,0.463,6.257,0.553,1.564,0.138,5.6,1.499,1.4,0.375,13.686,6.386,3.421,1.596,6.629,3.866,1.657,0.966,98,95,0.969,4596,46.898,34.366,32.667,9.177,31.667,9.177,0.967,0.009,1532,260.001,24.5,16.934,23.75,1,1,0,A
5,0.2,0,0,20,63.714,3.186,1.985,44.571,2.229,1.772,59.429,2.971,2.508,114.857,5.743,6.48,39.429,1.971,0.943,5,0,15.929,6.142,3.186,1.228,11.143,5.168,2.229,1.034,14.857,5.324,2.971,1.065,28.714,17.535,5.743,3.507,9.857,3.149,1.971,0.63,4,0,12.743,2.331,3.186,0.583,8.914,1.735,2.229,0.434,11.886,5.779,2.971,1.445,22.971,11.613,5.743,2.903,7.886,2.288,1.971,0.572,55,46,0.836,7577,137.764,159.708,18.333,12.037,15.333,7.93,0.914,0.121,2525.667,2124.998,11,7.772,9.4,1,1,0,A
5,0.4,1,0,19,70.643,3.718,1.766,71.571,3.767,1.572,61.571,3.241,5.016,102.286,5.383,3.357,26.143,1.376,1.228,4.75,0.829,17.661,4.419,3.692,0.495,17.893,4.049,3.736,0.219,15.393,9.097,3.352,2.36,25.571,11.028,5.151,1.392,6.536,2.633,1.359,0.527,3.8,0.4,14.129,5.556,3.724,1.351,14.314,5.154,3.762,1.221,12.314,9.571,3.179,2.334,20.457,7.62,5.598,2.575,5.229,2.336,1.39,0.599,185,178,0.962,6506,35.168,27.502,61.667,47.78,60,46.137,0.983,0.014,2168.667,1633.161,46.25,30.728,45,1,1,0,A
5,0.2,0,0,20,61,3.05,1.337,52.714,2.636,1.41,29.571,1.479,1.161,66.571,3.329,2.478,31.571,1.579,1.314,5,0,15.25,4.323,3.05,0.865,13.179,5.073,2.636,1.015,7.393,2.652,1.479,0.53,16.643,3.648,3.329,0.73,7.893,2.719,1.579,0.544,4,0,12.2,2.644,3.05,0.661,10.543,1.722,2.636,0.431,5.914,3.516,1.479,0.879,13.314,5.807,3.329,1.452,6.314,4.024,1.579,1.006,72,71,0.986,5239,72.764,56.367,24,15.513,23.667,15.063,0.993,0.01,1746.333,1056.128,18,3.391,17.75,1,1,0,A
5,0,0,0,20,42.893,2.145,1.464,27.321,1.366,1.174,21.321,1.066,0.792,97.857,4.893,7.52,43.25,2.163,2.974,5,0,10.723,2.883,2.145,0.577,6.83,1.152,1.366,0.23,5.33,1.99,1.066,0.398,24.464,14.721,4.893,2.944,10.813,5.233,2.163,1.047,4,0,8.579,3.606,2.145,0.901,5.464,3.556,1.366,0.889,4.264,1.976,1.066,0.494,19.571,19.828,4.893,4.957,8.65,8.751,2.163,2.188,16,16,1,1516,94.75,43.163,5.333,3.399,5.333,3.399,1,0,505.333,353.762,8,5,8,1,1,0,A
5,0.2,0,0,18,39.714,2.206,1.41,39.429,2.19,1.41,38.5,2.139,2.516,90.429,5.024,7.341,32.429,1.802,2.321,4.5,0.5,9.929,5.325,2.142,0.967,9.857,5.439,2.115,0.984,9.625,1.083,2.144,0.157,22.607,14.624,4.778,2.713,8.107,6.411,1.709,1.222,3.6,0.8,7.943,1.806,2.364,0.841,7.886,2.019,2.35,0.877,7.7,4.998,2.532,2.094,18.086,13.583,6.664,7.513,6.486,3.951,2.3,2.285,74,59,0.797,3675,49.662,45.828,24.667,17.632,20,13.736,0.732,0.189,1225,820.951,14.8,20.371,11.8,2,2,0,A
6,0.167,0,0,21,48.143,2.293,1.812,39.571,1.884,1.641,25.429,1.211,0.642,132.714,6.32,4.275,30.143,1.435,1.05,5.25,0.433,12.036,4.885,2.264,0.851,9.893,4.656,1.865,0.86,6.357,0.41,1.218,0.118,33.179,3.395,6.38,0.954,7.536,0.847,1.448,0.221,4.2,0.4,9.629,4.061,2.256,0.84,7.914,2.56,1.886,0.617,5.086,2.214,1.19,0.457,26.543,15.664,6.139,3.25,6.029,1.986,1.419,0.391,82,81,0.988,9825,119.817,146.819,27.333,12.392,27,12.329,0.989,0.016,3275,1388.517,16.4,11.2,16.2,1,1,0,A
6,0.333,0,0,23,61.143,2.658,1.038,31.357,1.363,0.921,45.714,1.988,3.148,109.929,4.78,4.511,30.286,1.317,1.122,5.75,0.433,15.286,3.695,2.628,0.498,7.839,1.242,1.372,0.237,11.429,7.427,1.932,1.209,27.482,8.634,4.738,1.302,7.571,2.211,1.298,0.317,3.833,0.373,10.19,1.805,2.7,0.618,5.226,1.146,1.362,0.252,7.619,6.757,1.946,1.663,18.321,11.088,4.636,2.702,5.048,3.506,1.304,0.857,59,57,0.966,5260,89.153,89.602,19.667,12.658,19.333,12.499,0.987,0.018,1753.333,1538.568,14.75,12.008,14.25,1,0,1,F
7,0,0,0,28,85.071,3.038,1.256,65.071,2.324,1.313,32.714,1.168,1.654,135.571,4.842,5.463,29.393,1.05,1.082,7,0,21.268,4.959,3.038,0.708,16.268,7.042,2.324,1.006,8.179,6.887,1.168,0.984,33.893,8.925,4.842,1.275,7.348,1.368,1.05,0.195,4,0,12.153,1.974,3.038,0.494,9.296,1.931,2.324,0.483,4.673,2.465,1.168,0.616,19.367,12.749,4.842,3.187,4.199,3.424,1.05,0.856,109,105,0.963,10891,99.917,124.517,36.333,21.312,35.333,21.312,0.949,0.043,3630.333,2538.543,15.571,12.465,15,1,1,0,A
3,0,0,1,12,36.429,3.036,1.09,23,1.917,1.037,33.571,2.798,1.382,119.714,9.976,6.762,31.857,2.655,2.06,3,0,9.107,1.7,3.036,0.567,5.75,1.299,1.917,0.433,8.393,2.275,2.798,0.758,29.929,10.621,9.976,3.54,7.964,0.71,2.655,0.237,4,0,12.143,2.574,3.036,0.644,7.667,2.104,1.917,0.526,11.19,1.592,2.798,0.398,39.905,19.239,9.976,4.81,10.619,5.667,2.655,1.417,228,153,0.671,7257,31.829,37.138,76,47.882,51.333,30.269,0.767,0.166,2419,1460.648,45.6,40.188,30.8,1,1,0,A
3,0.333,0,1,12,28.929,2.411,2.358,20.143,1.679,3.174,47.571,3.964,4.639,81.429,6.786,7.116,4.443,0.37,0.75,3,0,7.232,2.291,2.411,0.764,5.036,4.416,1.679,1.472,11.893,4.709,3.964,1.57,20.357,14.344,6.786,4.781,1.111,0.968,0.37,0.323,4,0,9.643,5.12,2.411,1.28,6.714,4.233,1.679,1.058,15.857,12.244,3.964,3.061,27.143,12.246,6.786,3.062,1.481,1.616,0.37,0.404,152,133,0.875,7842,51.592,40.43,50.667,19.602,44.667,16.78,0.888,0.018,2614,1028.292,25.333,26.979,22.5,1,1,0,A
6,0.333,1,0,24,53.071,2.211,2.025,53.214,2.217,2.516,22.714,0.946,1.136,121.714,5.071,4.105,24.714,1.03,2.091,6,2.55,13.268,9.072,2.1,0.844,13.304,10.523,2.077,1.071,5.679,4.57,0.782,0.475,30.429,18.869,4.81,1.595,6.179,7.032,0.823,0.833,4,0.577,8.845,4.561,2.251,1.145,8.869,7.32,2.268,1.811,3.786,2.776,1.002,0.709,20.286,11.948,5.031,2.994,4.119,5.89,1.071,1.467,182,171,0.94,11542,63.418,48.873,60.667,49.701,57,45.986,0.947,0.018,3847.333,2939.403,30.333,28.819,28.667,1,0,1,A
3,0.333,0,1,12,111.714,9.31,8.312,68.786,5.732,3.367,36.286,3.024,2.967,143.429,11.952,12.209,53,4.417,2.783,3,0.707,27.929,21.063,8.256,4.714,17.196,11.659,5.161,2.493,9.071,6.309,2.807,1.393,35.857,17.619,11.387,4.674,13.25,6.016,4.167,1.074,4,0,37.238,10.647,9.31,2.662,22.929,5.09,5.732,1.273,12.095,6.299,3.024,1.575,47.81,15.726,11.952,3.932,17.667,8.027,4.417,2.007,116,97,0.836,5286,45.569,44.183,38.667,4.11,33.333,5.437,0.857,0.067,1762,429.421,19.333,12.789,16.333,3,3,0,A
3,0,0,1,8,17,2.125,1.536,11,1.375,0.484,26,3.25,2.046,56,7,8.031,17,2.125,2.204,2.667,0.471,5.667,3.3,2,0.981,3.667,0.471,1.389,0.079,8.667,4.643,3.111,1.343,18.667,5.437,6.833,0.953,5.667,3.399,1.944,1.057,2.667,0.471,5.667,2.867,2,0.816,3.667,1.7,1.333,0.471,8.667,3.091,3.278,0.965,18.667,22.156,6.389,7.27,5.667,4.028,2.333,1.7,269,187,0.695,12242,45.509,28.005,134.5,30.5,94.5,18.5,0.708,0.023,6121,1267,67.25,97.784,46.75,0,0,0,F
