teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5.000,0.400,0.000,0.000,56.000,92.400,1.650,0.781,83.150,1.485,0.762,127.750,2.281,2.760,321.500,5.741,5.858,54.000,0.964,0.855,8.000,3.381,13.200,6.544,1.638,0.274,11.879,6.243,1.422,0.243,18.250,12.393,2.053,0.631,45.929,33.828,5.637,2.396,7.714,5.489,0.878,0.322,11.200,1.939,18.480,4.661,1.663,0.397,16.630,4.530,1.476,0.292,25.550,19.204,2.187,1.504,64.300,34.149,5.839,2.814,10.800,4.823,0.965,0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,0.000,F
5.000,0.200,0.000,0.000,54.000,191.571,3.548,1.435,106.000,1.963,0.607,176.143,3.262,2.098,287.071,5.316,4.597,79.571,1.474,1.067,6.750,3.562,23.946,13.829,3.298,1.167,13.250,8.058,1.681,0.667,22.018,12.349,3.168,1.093,35.884,27.284,4.176,2.384,9.946,7.035,1.301,0.607,10.800,2.561,38.314,14.170,3.417,0.630,21.200,4.020,2.000,0.167,35.229,20.349,3.079,1.432,57.414,43.266,4.689,3.259,15.914,8.203,1.452,0.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,1.000,A
6.000,0.167,0.000,0.000,72.000,162.250,2.253,1.461,109.000,1.514,1.070,106.000,1.472,2.043,377.500,5.243,6.858,97.250,1.351,1.472,10.286,5.675,23.179,15.928,2.059,0.575,15.571,10.062,1.468,0.270,15.143,9.132,1.966,1.409,53.929,65.239,4.319,2.754,13.893,10.963,1.347,0.447,12.000,1.000,27.042,10.892,2.212,0.754,18.167,6.956,1.483,0.465,17.667,17.329,1.417,1.309,62.917,47.065,5.255,4.071,16.208,13.066,1.322,1.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,0.000,A
6.000,0.167,1.000,0.000,62.000,104.000,1.677,1.104,79.000,1.274,0.807,108.500,1.750,1.207,219.000,3.532,6.979,59.500,0.960,0.930,8.857,4.290,14.857,7.624,1.736,0.483,11.286,7.004,1.261,0.397,15.500,7.479,1.871,0.615,31.286,43.437,2.748,2.620,8.500,4.496,0.975,0.153,10.333,3.682,17.333,10.873,1.630,0.640,13.167,6.094,1.289,0.348,18.083,7.144,1.750,0.360,36.500,47.539,3.141,3.342,9.917,8.309,0.998,0.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,0.000,A
6.000,0.167,0.000,0.000,74.000,177.500,2.399,1.536,154.500,2.088,1.125,157.250,2.125,1.819,367.000,4.959,4.634,91.500,1.236,0.901,10.571,5.602,25.357,13.035,2.286,0.775,22.071,12.013,1.876,0.660,22.464,14.208,1.796,0.784,52.429,29.105,4.586,1.370,13.071,6.527,1.148,0.563,12.333,2.625,29.583,9.400,2.402,0.506,25.750,10.543,2.068,0.611,26.208,19.465,2.087,1.312,61.167,49.804,4.661,3.352,15.250,4.653,1.297,0.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,0.000,A
6.000,0.167,0.000,0.000,72.000,206.830,2.873,1.311,204.473,2.840,1.273,137.357,1.908,1.227,164.357,2.283,3.050,36.036,0.500,0.830,9.000,4.975,25.854,17.453,2.427,1.003,25.559,16.838,2.527,0.640,17.170,10.516,1.739,0.479,20.545,24.180,2.084,1.253,4.504,3.164,0.489,0.176,12.000,0.816,34.472,12.491,2.827,0.845,34.079,12.723,2.792,0.864,22.893,10.331,1.862,0.749,27.393,16.325,2.358,1.471,6.006,7.509,0.491,0.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,8.000,2.000,F
3.000,0.000,0.000,1.000,35.000,65.286,1.865,0.996,54.571,1.559,0.685,73.286,2.094,1.397,181.786,5.194,7.662,35.214,1.006,1.339,2.917,0.276,5.440,1.962,1.841,0.610,4.548,1.460,1.558,0.462,6.107,2.997,2.091,0.977,15.149,10.760,5.202,3.564,2.935,2.490,0.992,0.821,11.667,0.471,21.762,6.128,1.850,0.468,18.190,3.990,1.552,0.301,24.429,7.874,2.080,0.619,60.595,57.217,5.093,4.736,11.738,6.446,1.003,0.532,627.000,450.000,0.718,29490.000,47.034,33.997,69.667,48.445,51.556,33.197,0.773,0.127,3276.667,2227.219,125.400,208.685,90.200,4.000,4.000,0.000,F
3.000,0.000,0.000,1.000,29.000,65.857,2.271,1.417,46.429,1.601,1.375,44.600,1.538,1.216,66.429,2.291,1.932,20.057,0.692,0.706,2.417,0.640,5.488,2.479,2.188,0.713,3.869,2.262,1.490,0.649,3.717,1.643,1.558,0.597,5.536,3.504,2.254,1.321,1.671,1.466,0.605,0.486,9.667,2.055,21.952,6.816,2.489,1.083,15.476,8.117,1.832,1.130,14.867,4.774,1.638,0.608,22.143,6.615,2.482,1.162,6.686,3.100,0.721,0.318,162.000,135.000,0.833,7947.000,49.056,53.423,16.200,12.368,13.900,10.464,0.915,0.125,794.700,725.002,32.400,16.475,27.200,6.000,2.000,4.000,A
3.000,0.000,0.000,1.000,33.000,181.429,5.498,2.189,149.571,4.532,2.270,95.357,2.890,1.690,113.500,3.439,4.217,103.286,3.130,3.663,2.750,0.595,15.119,6.214,5.497,1.886,12.464,6.003,4.559,1.950,7.946,2.165,2.980,0.841,9.458,9.604,3.281,3.175,8.607,6.617,3.050,2.132,11.000,0.816,60.476,3.908,5.506,0.241,49.857,6.149,4.531,0.413,31.786,6.690,2.948,0.801,37.833,15.739,3.355,1.247,34.429,17.724,3.260,1.797,226.000,183.000,0.810,15788.000,69.858,93.869,20.546,11.405,17.364,11.130,0.808,0.194,1435.273,1063.385,37.667,18.776,31.167,5.000,4.000,1.000,A
3.000,0.333,0.000,1.000,33.000,163.857,4.965,6.481,85.857,2.602,2.460,113.286,3.433,3.464,127.000,3.848,6.863,79.286,2.403,3.115,2.750,0.722,13.655,10.254,4.445,2.503,7.155,5.139,2.411,1.134,9.440,4.297,3.387,1.620,10.583,11.310,3.493,3.177,6.607,4.970,2.262,1.393,11.000,2.160,54.619,35.311,5.940,4.966,28.619,8.540,2.899,1.514,37.762,13.814,3.732,1.743,42.333,26.043,4.580,3.753,26.429,11.518,2.707,1.607,43.000,25.000,0.581,1729.000,40.209,50.423,5.375,3.039,3.875,2.147,0.761,0.240,216.125,325.510,7.167,2.794,4.333,9.000,6.000,3.000,F
6.000,0.167,0.000,0.000,66.000,190.857,2.892,2.515,139.000,2.106,2.114,133.571,2.024,1.901,351.857,5.331,8.156,128.286,1.944,3.353,6.000,0.426,17.351,10.557,2.938,1.936,12.636,7.955,2.142,1.468,12.143,3.937,2.024,0.647,31.987,36.601,5.440,6.453,11.662,9.507,1.961,1.634,11.000,0.000,31.810,9.473,2.892,0.861,23.167,6.362,2.106,0.578,22.262,9.137,2.024,0.831,58.643,26.650,5.331,2.423,21.381,19.773,1.944,1.798,162.000,103.000,0.636,4376.000,27.012,25.179,18.000,29.571,12.000,17.889,0.745,0.255,486.222,909.376,32.400,33.236,21.200,1.000,1.000,0.000,F
5.000,0.200,1.000,0.000,55.000,146.500,2.664,2.530,91.857,1.670,0.826,86.143,1.566,1.061,162.571,2.956,4.193,104.429,1.899,2.760,5.000,0.000,13.318,5.769,2.664,1.154,8.351,2.235,1.670,0.447,7.831,1.751,1.566,0.350,14.779,15.931,2.956,3.186,9.494,6.056,1.899,1.211,11.000,0.000,29.300,9.382,2.664,0.853,18.371,1.890,1.670,0.172,17.229,1.670,1.566,0.152,32.514,11.813,2.956,1.074,20.886,15.480,1.899,1.407,180.000,161.000,0.894,11147.000,61.928,60.866,25.714,17.285,23.000,14.599,0.892,0.146,1592.429,1550.571,36.000,22.839,32.400,2.000,2.000,0.000,A
5.000,0.200,0.000,0.000,55.000,163.000,2.964,1.473,117.786,2.142,1.314,183.143,3.330,2.564,241.286,4.387,6.113,87.000,1.582,0.938,5.000,0.426,14.818,5.491,2.932,1.002,10.708,4.404,2.119,0.838,16.649,7.020,3.306,1.264,21.935,18.971,4.319,3.768,7.909,3.315,1.565,0.632,11.000,0.000,32.600,5.494,2.964,0.499,23.557,5.399,2.142,0.491,36.629,15.856,3.330,1.441,48.257,19.881,4.387,1.807,17.400,0.820,1.582,0.075,219.000,110.000,0.502,17455.000,79.703,127.238,24.333,21.119,12.667,8.014,0.662,0.289,1939.444,1922.506,43.800,21.311,22.400,3.000,3.000,0.000,A
5.000,0.000,0.000,0.000,55.000,134.000,2.436,1.830,92.071,1.674,0.909,191.214,3.477,4.134,413.429,7.517,16.695,51.214,0.931,0.583,5.000,0.000,12.182,5.215,2.436,1.043,8.370,2.592,1.674,0.518,17.383,7.786,3.477,1.557,37.584,31.516,7.517,6.303,4.656,1.515,0.931,0.303,11.000,0.000,26.800,6.376,2.436,0.580,18.414,3.256,1.674,0.296,38.243,19.503,3.477,1.773,82.686,108.687,7.517,9.881,10.243,1.873,0.931,0.170,212.000,211.000,0.995,8600.000,40.566,23.091,23.556,24.254,23.556,24.254,1.000,0.000,955.556,835.351,53.000,49.810,52.750,1.000,1.000,0.000,A
5.000,0.400,1.000,0.000,53.000,215.786,4.071,2.092,198.643,3.748,2.149,149.643,2.823,4.053,259.286,4.892,8.547,71.821,1.355,2.095,4.818,0.575,19.617,4.183,4.085,0.761,18.058,5.658,3.775,1.137,13.604,7.630,2.877,1.786,23.571,20.427,4.763,3.964,6.529,3.005,1.356,0.601,10.600,0.490,43.157,14.609,4.054,1.273,39.729,13.082,3.732,1.137,29.929,17.366,2.845,1.724,51.857,30.349,5.018,3.133,14.364,10.173,1.379,1.004,588.000,493.000,0.838,21935.000,37.304,35.159,58.800,36.221,50.600,34.168,0.864,0.146,2193.500,1416.720,117.600,70.230,99.600,2.000,2.000,0.000,A
5.000,0.400,0.000,0.000,55.000,145.429,2.644,1.271,80.071,1.456,1.335,107.000,1.945,3.257,220.429,4.008,4.316,52.714,0.958,1.293,5.000,0.000,13.221,3.639,2.644,0.728,7.279,3.281,1.456,0.656,9.727,6.675,1.945,1.335,20.039,15.290,4.008,3.058,4.792,2.510,0.958,0.502,11.000,0.000,29.086,7.422,2.644,0.675,16.014,8.043,1.456,0.731,21.400,15.222,1.945,1.384,44.086,15.854,4.008,1.441,10.543,10.140,0.958,0.922,95.000,91.000,0.958,4332.000,45.600,49.403,15.833,11.052,15.167,10.761,0.891,0.179,722.000,392.311,23.750,8.166,22.750,1.000,1.000,0.000,A
5.000,0.000,0.000,0.000,55.000,123.643,2.248,1.326,96.571,1.756,1.099,134.393,2.444,2.736,232.607,4.229,4.903,63.321,1.151,1.848,5.000,0.000,11.240,3.333,2.248,0.667,8.779,3.743,1.756,0.749,12.218,6.629,2.444,1.326,21.146,17.477,4.229,3.495,5.756,3.157,1.151,0.631,11.000,0.000,24.729,7.280,2.248,0.662,19.314,3.867,1.756,0.352,26.879,10.722,2.444,0.975,46.521,26.966,4.229,2.451,12.664,13.486,1.151,1.226,186.000,179.000,0.962,11078.000,59.559,83.710,20.667,14.720,20.222,14.657,0.980,0.039,1230.889,1075.587,37.200,24.103,35.800,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,50.000,211.000,4.220,4.657,190.643,3.813,4.798,107.071,2.141,2.555,226.700,4.534,5.983,61.857,1.237,2.261,4.546,1.233,19.182,19.035,4.248,3.747,17.331,19.074,3.902,3.899,9.734,5.574,2.081,0.935,20.609,21.846,4.266,4.369,5.623,6.205,1.283,1.416,10.000,2.098,42.200,23.287,4.080,1.637,38.129,18.787,3.728,1.365,21.414,20.029,2.049,1.576,45.340,25.542,4.315,2.121,12.371,12.505,1.137,1.099,284.000,237.000,0.835,8550.000,30.106,19.663,40.571,46.065,34.000,36.355,0.927,0.093,1221.429,1267.920,56.800,43.476,47.600,4.000,3.000,1.000,A
5.000,0.200,0.000,0.000,55.000,143.286,2.605,1.364,117.429,2.135,1.391,82.929,1.508,1.070,131.571,2.392,2.701,68.286,1.242,0.970,5.000,0.000,13.026,5.420,2.605,1.084,10.675,5.529,2.135,1.106,7.539,2.119,1.508,0.424,11.961,9.481,2.392,1.896,6.208,2.461,1.242,0.492,11.000,0.000,28.657,4.870,2.605,0.443,23.486,2.768,2.135,0.252,16.586,4.733,1.508,0.430,26.314,10.140,2.392,0.922,13.657,4.422,1.242,0.402,215.000,197.000,0.916,14838.000,69.014,60.038,23.889,16.802,22.111,15.602,0.900,0.110,1648.667,1191.931,43.000,17.516,39.800,3.000,3.000,0.000,A
5.000,0.000,0.000,0.000,55.000,122.607,2.229,1.442,78.143,1.421,1.060,76.821,1.397,1.308,227.571,4.138,7.242,96.321,1.751,2.310,5.000,0.000,11.146,3.213,2.229,0.643,7.104,2.499,1.421,0.500,6.984,2.806,1.397,0.561,20.688,16.672,4.138,3.334,8.756,5.317,1.751,1.063,11.000,0.000,24.521,10.533,2.229,0.958,15.629,8.012,1.421,0.728,15.364,8.629,1.397,0.784,45.514,41.600,4.138,3.782,19.264,17.324,1.751,1.575,74.000,73.000,0.987,4851.000,65.554,51.015,10.571,16.308,10.429,15.963,0.997,0.007,693.000,1062.859,18.500,13.010,18.250,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,54.000,118.786,2.200,1.417,116.857,2.164,1.099,105.929,1.962,1.782,198.786,3.681,5.130,83.286,1.542,1.629,4.909,0.514,10.799,3.275,2.190,0.612,10.623,3.814,2.161,0.729,9.630,2.174,1.986,0.473,18.071,12.232,3.694,2.410,7.571,4.274,1.538,0.838,10.800,0.980,23.757,5.389,2.244,0.668,23.371,5.535,2.215,0.699,21.186,11.109,2.033,1.174,39.757,31.815,3.975,3.684,16.657,10.383,1.638,1.228,169.000,109.000,0.645,6392.000,37.823,34.949,16.900,22.594,11.200,13.022,0.764,0.209,639.200,801.738,33.800,26.649,22.000,5.000,5.000,0.000,A
5.000,0.200,1.000,0.000,52.000,196.143,3.772,3.272,177.571,3.415,5.249,232.714,4.475,16.328,346.429,6.662,8.813,75.857,1.459,1.545,4.727,0.962,17.831,3.925,3.851,0.838,16.143,9.452,3.562,2.413,21.156,31.819,4.368,6.320,31.494,18.423,7.297,4.985,6.896,1.564,1.519,0.455,10.400,0.800,39.229,25.514,3.829,2.597,35.514,31.875,3.497,3.221,46.543,62.473,4.561,6.286,69.286,55.104,6.493,4.917,15.171,8.923,1.444,0.894,81.000,32.000,0.395,1966.000,24.272,49.894,13.500,14.021,6.000,9.452,0.435,0.348,327.667,520.490,40.500,36.500,16.500,3.000,3.000,0.000,A
6.000,0.167,0.000,0.000,59.000,166.750,2.826,1.657,138.500,2.347,1.525,106.500,1.805,1.581,267.000,4.525,4.489,77.100,1.307,1.181,4.917,0.493,13.896,4.525,2.848,0.917,11.542,4.303,2.378,0.934,8.875,3.336,1.829,0.717,22.250,14.923,4.489,2.858,6.425,2.624,1.303,0.491,11.800,0.400,33.350,13.442,2.800,1.090,27.700,10.448,2.330,0.843,21.300,8.035,1.790,0.649,53.400,25.765,4.468,2.118,15.420,7.533,1.306,0.625,240.000,179.000,0.746,21087.000,87.863,136.346,26.667,20.875,20.222,10.633,0.910,0.222,2343.000,1521.441,48.000,35.894,36.000,1.000,1.000,0.000,A
6.000,0.167,0.000,0.000,72.000,342.500,4.757,2.911,220.500,3.063,2.015,149.500,2.076,2.282,331.500,4.604,4.983,87.000,1.208,1.309,6.000,0.000,28.542,9.984,4.757,1.664,18.375,7.938,3.063,1.323,12.458,10.371,2.076,1.729,27.625,23.303,4.604,3.884,7.250,4.385,1.208,0.731,12.000,0.000,57.083,15.380,4.757,1.282,36.750,9.362,3.063,0.780,24.917,7.132,2.076,0.594,55.250,27.178,4.604,2.265,14.500,9.323,1.208,0.777,301.000,260.000,0.864,22712.000,75.455,71.482,30.100,23.594,26.300,22.978,0.840,0.157,2271.200,2626.657,50.167,63.386,43.333,2.000,1.000,1.000,F
6.000,0.167,0.000,0.000,65.000,235.500,3.623,2.972,190.000,2.923,2.035,109.000,1.677,1.693,199.500,3.069,3.451,136.000,2.092,3.215,5.417,1.187,19.625,11.197,3.633,1.842,15.833,7.252,2.956,1.312,9.083,4.743,1.660,0.842,16.625,14.676,3.106,2.589,11.333,9.359,2.139,1.707,10.833,2.192,39.250,14.949,3.624,1.054,31.667,13.359,2.811,0.894,18.167,5.201,1.711,0.420,33.250,14.053,3.037,0.991,22.667,19.788,1.946,1.599,283.000,217.000,0.767,13353.000,47.184,56.943,31.444,21.235,24.556,16.866,0.824,0.213,1483.667,1391.872,47.167,36.839,36.667,3.000,3.000,0.000,A
6.000,0.167,0.000,0.000,70.000,186.000,2.657,1.278,165.000,2.357,1.277,140.500,2.007,1.786,272.000,3.886,4.949,80.000,1.143,1.304,5.833,0.373,15.500,3.958,2.672,0.713,13.750,3.992,2.375,0.717,11.708,3.766,1.997,0.598,22.667,14.365,3.936,2.650,6.667,3.037,1.149,0.541,11.667,0.471,31.000,6.739,2.655,0.549,27.500,8.317,2.360,0.704,23.417,10.964,1.983,0.888,45.333,30.379,3.847,2.500,13.333,9.490,1.130,0.782,358.000,321.000,0.897,26716.000,74.626,59.583,32.546,25.471,29.546,25.335,0.898,0.128,2428.727,2630.083,71.600,79.560,64.400,2.000,2.000,0.000,A
6.000,0.000,0.000,0.000,71.000,299.000,4.211,2.376,189.500,2.669,1.350,195.500,2.754,1.821,230.500,3.246,4.236,122.500,1.725,1.670,5.917,0.640,24.917,6.383,4.231,0.914,15.792,2.824,2.713,0.606,16.292,3.394,2.794,0.706,19.208,13.496,3.246,2.041,10.208,3.805,1.745,0.624,11.833,0.373,49.833,13.631,4.211,1.127,31.583,6.623,2.671,0.555,32.583,10.346,2.754,0.861,38.417,20.809,3.220,1.713,20.417,10.521,1.722,0.869,206.000,174.000,0.845,11998.000,58.243,77.734,18.727,17.874,16.091,16.429,0.887,0.145,1090.727,1697.331,34.333,20.556,29.000,3.000,3.000,0.000,A
6.000,0.333,0.000,0.000,70.000,191.600,2.737,0.917,127.000,1.814,0.693,133.500,1.907,2.113,181.500,2.593,3.364,62.500,0.893,0.910,5.833,0.553,15.967,2.624,2.751,0.448,10.583,2.159,1.829,0.395,11.125,4.853,1.907,0.814,15.125,11.801,2.653,2.070,5.208,2.704,0.914,0.491,11.667,0.471,31.933,4.791,2.742,0.425,21.167,2.055,1.816,0.170,22.250,8.255,1.890,0.654,30.250,15.088,2.558,1.220,10.417,6.673,0.884,0.560,153.000,139.000,0.909,10783.000,70.477,74.097,15.300,14.567,14.100,12.739,0.966,0.061,1078.300,1444.197,38.250,35.996,34.750,5.000,4.000,1.000,F
7.000,0.000,0.000,0.000,84.000,279.000,3.321,0.902,230.500,2.744,0.937,122.500,1.458,1.296,306.500,3.649,4.458,79.750,0.949,0.952,7.000,0.000,23.250,3.224,3.321,0.461,19.208,4.423,2.744,0.632,10.208,5.518,1.458,0.788,25.542,17.266,3.649,2.467,6.646,1.522,0.949,0.217,12.000,0.000,39.857,4.397,3.321,0.366,32.929,3.385,2.744,0.282,17.500,5.134,1.458,0.428,43.786,26.694,3.649,2.224,11.393,9.018,0.949,0.751,341.000,321.000,0.941,24528.000,71.930,94.321,31.000,20.378,29.455,19.411,0.935,0.058,2229.818,1944.577,48.714,34.375,46.000,2.000,2.000,0.000,A
3.000,0.000,0.000,1.000,36.000,145.000,4.028,1.675,115.000,3.194,1.538,102.500,2.847,1.567,232.000,6.444,5.530,107.500,2.986,3.079,3.000,0.000,12.083,3.303,4.028,1.101,9.583,3.481,3.194,1.160,8.542,2.578,2.847,0.859,19.333,10.881,6.444,3.627,8.958,2.787,2.986,0.929,12.000,0.000,48.333,6.600,4.028,0.550,38.333,3.300,3.194,0.275,34.167,8.985,2.847,0.749,77.333,17.250,6.444,1.437,35.833,26.509,2.986,2.209,644.000,357.000,0.554,20283.000,31.495,42.552,64.400,69.743,36.200,28.163,0.802,0.227,2028.300,1774.989,107.333,106.480,60.000,4.000,3.000,1.000,A
3.000,0.333,0.000,1.000,36.000,90.500,2.514,1.596,73.000,2.028,1.979,108.800,3.022,3.424,153.500,4.264,5.894,15.300,0.425,0.709,3.000,0.408,7.542,2.594,2.490,0.751,6.083,3.920,2.024,1.279,9.067,5.538,2.974,1.702,12.792,13.946,4.250,4.658,1.275,1.158,0.401,0.345,12.000,0.000,30.167,11.048,2.514,0.921,24.333,9.595,2.028,0.800,36.267,22.127,3.022,1.844,51.167,23.876,4.264,1.990,5.100,3.645,0.425,0.304,395.000,272.000,0.689,16015.000,40.544,34.799,43.889,34.675,31.333,25.665,0.762,0.229,1779.444,1507.476,65.833,58.516,46.000,5.000,5.000,0.000,A
6.000,0.333,1.000,0.000,73.000,203.500,2.788,1.407,168.500,2.308,1.452,195.000,2.671,3.733,455.500,6.240,5.748,82.000,1.123,2.008,6.083,0.862,16.958,5.554,2.818,0.912,14.042,4.437,2.377,0.857,16.250,8.043,2.675,1.311,37.958,24.553,6.154,3.657,6.833,4.249,1.100,0.581,12.167,0.373,33.917,5.279,2.798,0.482,28.083,8.033,2.320,0.694,32.500,24.047,2.698,2.014,75.917,29.212,6.269,2.481,13.667,15.768,1.135,1.317,364.000,301.000,0.827,17463.000,47.975,35.153,33.091,21.848,28.182,21.353,0.845,0.218,1587.546,1165.803,60.667,16.275,50.333,1.000,1.000,0.000,A
6.000,0.333,1.000,0.000,72.000,179.500,2.493,1.440,169.000,2.347,1.655,104.500,1.451,1.194,254.000,3.528,4.573,64.500,0.896,1.450,6.000,1.581,14.958,6.057,2.466,0.671,14.083,6.855,2.297,0.746,8.708,4.943,1.419,0.818,21.167,21.318,3.344,2.921,5.375,4.766,0.807,0.570,12.000,0.577,29.917,7.732,2.503,0.665,28.167,11.290,2.362,0.952,17.417,6.785,1.468,0.599,42.333,21.053,3.521,1.750,10.750,10.090,0.917,0.854,420.000,332.000,0.791,21439.000,51.045,60.447,38.182,42.852,30.909,33.250,0.866,0.174,1949.000,2163.543,70.000,69.604,56.000,3.000,2.000,1.000,A
6.000,0.167,0.000,0.000,67.000,243.250,3.631,2.157,177.250,2.646,5.591,130.500,1.948,1.704,279.000,4.164,6.313,109.750,1.638,1.980,5.583,1.256,20.271,10.060,3.537,1.229,14.771,16.155,2.332,1.791,10.875,5.116,1.944,0.837,23.250,27.173,3.898,4.366,9.146,8.919,1.519,1.302,11.167,1.863,40.542,7.212,3.666,0.471,29.542,17.793,2.621,1.402,21.750,11.933,1.981,0.999,46.500,33.169,4.034,2.638,18.292,8.839,1.703,0.833,218.000,210.000,0.963,13585.000,62.317,50.399,21.800,21.908,21.100,21.672,0.975,0.072,1358.500,1535.882,43.600,38.103,42.000,2.000,2.000,0.000,A
6.000,0.833,1.000,0.000,67.000,195.500,2.918,1.174,102.500,1.530,0.901,118.300,1.766,1.456,223.000,3.328,3.964,59.800,0.893,0.938,5.583,0.640,16.292,4.366,2.943,0.787,8.542,2.436,1.541,0.437,9.858,5.148,1.771,0.928,18.583,12.286,3.317,2.179,4.983,2.378,0.906,0.439,11.167,1.863,32.583,8.438,2.924,0.556,17.083,4.495,1.582,0.487,19.717,8.117,1.802,0.697,37.167,26.183,3.375,2.173,9.967,7.058,0.880,0.563,247.000,226.000,0.915,15695.000,63.543,77.322,24.700,16.261,23.000,14.913,0.953,0.063,1569.500,1227.244,41.167,31.672,38.000,1.000,0.000,1.000,A
6.000,0.000,0.000,0.000,72.000,193.000,2.681,4.776,145.500,2.021,4.814,82.750,1.149,0.944,162.250,2.253,3.271,50.950,0.708,0.660,6.000,0.408,16.083,11.254,2.683,1.873,12.125,11.426,2.019,1.902,6.896,1.951,1.159,0.361,13.521,6.977,2.254,1.162,4.246,1.639,0.705,0.271,12.000,0.000,32.167,20.492,2.681,1.708,24.250,20.155,2.021,1.680,13.792,6.665,1.149,0.555,27.042,28.722,2.253,2.394,8.492,2.231,0.708,0.186,121.000,107.000,0.884,5642.000,46.628,33.428,13.444,7.617,12.111,6.100,0.933,0.081,626.889,300.729,20.167,22.252,17.833,1.000,0.000,1.000,F
